"site_id","mean","median","n","sd","ptile","date","water_year","water_day","swe","year","today_diff","today_perc_ch","today_perc","today_anomaly","ntwk","wyear","state","site_name","ts","start","enddate","latitude","longitude","elev_ft","county","huc","ano","el"
"301",12.2769230769231,11.25,26,4.8860869981864,0.538461538461538,"2021-03-04",2021,155,12,2021,-0.276923076923078,-2.25563909774437,97.7443609022556,-0.0566758383601981,"SNTL","1984","CA","Adin Mtn","","1983-October","2100-January","  41.24","-120.79","   6190","Modoc","Cottonwood Creek (180200021403)","1983",6190
"303",6.71333333333333,6.95,30,3.74375188292701,0.5,"2021-03-04",2021,155,6.8,2021,0.086666666666666,1.29096325719959,101.2909632572,0.023149682291153,"SNTL","1980","CO","Apishapa","","1979-October","2100-January","  37.33","-105.07","  10000","Huerfano","Middle Creek-Cucharas River (110200060406)","1979",10000
"304",17.0566666666667,15.5,30,6.4023531952542,0.533333333333333,"2021-03-04",2021,155,18,2021,0.943333333333332,5.53058432675395,105.530584326754,0.147341657756805,"SNTL","1979","OR","Arbuckle Mtn","","1978-October","2100-January","  45.19","-119.25","   5770","Morrow","Upper Fivemile Creek (170702020604)","1978",5770
"306",24.1931034482759,24.3,29,7.7871199074627,0.448275862068966,"2021-03-04",2021,155,22.3,2021,-1.89310344827586,-7.82497149372862,92.1750285062714,-0.243107011420439,"SNTL","1979","ID","Atlanta Summit","","1978-October","2100-January","  43.76","-115.24","   7580","Elmore","Bald Mountain Creek-Middle Fork Boise River (170501110204)","1978",7580
"307",25.93,24.1,30,7.67261812978577,0.666666666666667,"2021-03-04",2021,155,29.3,2021,3.37,12.9965291168531,112.996529116853,0.439224257351916,"SNTL","1969","MT","Badger Pass","","1968-October","2100-January","  48.13","-113.02","   6900","Pondera","North Badger Creek (100302010201)","1968",6900
"308",5.51666666666667,5.3,30,4.25660406438273,0.3,"2021-03-04",2021,155,2.8,2021,-2.71666666666667,-49.2447129909366,50.7552870090634,-0.638223951670409,"SNTL","1966","AZ","Baker Butte","","1965-October","2100-January","  34.46","-111.41","   7300","Gila","Pine Creek (150602030206)","1965",7300
"309",15.0333333333333,15.1,30,3.00520621053133,0.433333333333333,"2021-03-04",2021,155,13.9,2021,-1.13333333333333,-7.53880266075388,92.4611973392461,-0.377123316650192,"SNTL","1976","WY","Bald Mtn.","","1975-October","2100-January","  44.80","-107.84","   9380","Big Horn","Commissary Creek-Crooked Creek (100800100501)","1975",9380
"310",7.87,8.25,30,4.60533049471124,0.1,"2021-03-04",2021,155,0.6,2021,-7.27,-92.3761118170267,7.62388818297332,-1.57860548951891,"SNTL","1950","AZ","Baldy","","1949-November","2100-January","  33.98","-109.50","   9125","Apache","Hall Creek-Little Colorado River (150200010203)","1949",9125
"311",15.3266666666667,14.6,30,4.80724548940475,0.3,"2021-03-04",2021,155,13.1,2021,-2.22666666666667,-14.528055676381,85.471944323619,-0.463189714686774,"SNTL","1969","MT","Banfield Mountain","","1968-October","2100-January","  48.57","-115.45","   5600","Lincoln","Bristow Creek (170101011202)","1968",5600
"312",21.4866666666667,21.15,30,6.67660523554181,0.4,"2021-03-04",2021,155,20,2021,-1.48666666666667,-6.9190195470059,93.0809804529941,-0.222668049737708,"SNTL","1980","ID","Banner Summit","","1979-October","2100-January","  44.30","-115.23","   7040","Boise","Canyon Creek (170501200202)","1979",7040
